房屋坐落	房地产公司名称	房屋用途	房屋套型	建筑面积	参考单价
陵镇芦荡路1299号尚林华庭31幢901	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14858
陵镇芦荡路1299号尚林华庭31幢902	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14958
陵镇芦荡路1299号尚林华庭31幢903	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14958
陵镇芦荡路1299号尚林华庭31幢904	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14808
陵镇芦荡路1299号尚林华庭4幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117	17798.02
陵镇芦荡路1299号尚林华庭5幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18281.34
陵镇芦荡路1299号尚林华庭5幢102	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18181.34
陵镇芦荡路1299号尚林华庭5幢103	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18081.34
陵镇芦荡路1299号尚林华庭5幢104	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18081.34
陵镇芦荡路1299号尚林华庭5幢105	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18181.34
陵镇芦荡路1299号尚林华庭5幢106	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18231.34
陵镇芦荡路1299号尚林华庭5幢305	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18481.34
陵镇芦荡路1299号尚林华庭5幢501	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18781.34
陵镇芦荡路1299号尚林华庭6幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18506.33
陵镇芦荡路1299号尚林华庭6幢104	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18406.33
陵镇芦荡路1299号尚林华庭6幢306	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18856.34
陵镇芦荡路1299号尚林华庭7幢106	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18531.34
陵镇芦荡路1299号尚林华庭8幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18009.67
陵镇芦荡路1299号尚林华庭8幢102	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	17989.67
陵镇芦荡路1299号尚林华庭8幢103	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	17909.67
陵镇芦荡路1299号尚林华庭8幢104	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	17909.67
陵镇芦荡路1299号尚林华庭8幢105	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18009.67
陵镇芦荡路1299号尚林华庭8幢106	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18009.67
